prod_path,WELL,UWI,DEPTH_REFERENCE_ID,Reference Point,local_path,STEP,STRT,STOP,NULL,COMP,DATE,X,Y
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019136\RN019136_Induction_Down.LAS,RN019136,628362,3,unknown,,0.0201,5.1535,70.981,-999.25,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Tennant_Creek\RN019364\RN019364_Ind_Down.las,RN019364_Ind_Down,641189,5,top of casing,,0.01,4.955,39.015,-999.25,Geoscience Australia,8/06/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019387\RN019387_ind_down.LAS,RN019387,636218,5,top of casing,,0,0.665,153.025,-999.25,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\TiTree\RN019449_SSC18-03\RN019449_ind_down.LAS,RN019449,636124,5,top of casing,,0,0.665,291.985,-999.25,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019450_SSC18-38\RN019450_ind_down.LAS,RN019450,636118,10,top of casing protector,,0,0.665,85.005,-999.25,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019451_SSC18-35\RN019451_ind_down.LAS,RN019451,636122,10,top of casing protector,,0,0.665,153.065,-999.25,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019452_SSC18-17a\RN019452_ind_down.LAS,RN019452,636119,5,top of casing,,0,0.665,285.585,-999.25,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019453_SSC18-39\RN019453_ind_down.LAS,RN019453,636117,10,top of casing protector,,0,0.665,55.485,-999.25,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019454_SSC18-16\RN019454_ind_down.LAS,RN019454,636116,10,top of casing protector,,0,0.665,90.005,-999.25,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019455_SSC18-23\RN019455_ind_down.LAS,RN019455,636303,5,top of casing,,0,0.665,82.985,-999.25,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019456_SSC18-60\RN019456_ind_down.LAS,RN019456,636219,5,top of casing,,0,0.665,78.505,-999.25,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019457_SSC18-62\RN019457_ind_down.LAS,RN019457,636220,5,top of casing,,0,0.665,71.985,-999.25,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019673\RN019673_ind_down.LAS,RN019673,637299,5,top of casing,,0,0.665,219.985,-999.25,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019673\RN019673_ind_up.LAS,RN019673,637299,5,top of casing,,0,0.6379,219.9779,-999.25,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019674_SSC18-40\RN019674_ind_down.LAS,RN019674,636300,5,top of casing,,0,0.665,241.025,-999.25,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019676_SSC18-41\RN019676_ind_down.LAS,RN019676,636120,10,top of casing protector,,0,0.665,164.045,-999.25,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019678\RN019678_ind_down.LAS,RN019678,636301,5,top of casing,,0,0.665,205.025,-999.25,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019680_SSC18-54\RN019680_ind_down.LAS,RN019680,641106,5,top of casing,,0,0.665,77.485,-999.25,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN020614\RN020614_Induction_Down.LAS,RN020614,636291,5,top of casing,,0.01,0,22.03,-999.25,GA,19/06/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN020967\RN020967_Induction_Down.LAS,RN020967,636298,5,top of casing,,0.01,0,45.04,-999.25,Geoscience Australia,28/06/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021012\RN021012_Induction_Down.LAS,RN021012,636276,10,top of casing protector,,0.01,0,67.68,-999.25,Geoscience Australia,30/06/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021396\RN021396_Induction_Down.LAS,RN021396,636271,3,unknown,,0.01,0,42.1,-999.25,Geoscience Australia,2/07/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN021717\RN021717_Induction_Down.LAS,RN021717,636288,10,top of casing protector,,0.01,0,96.05,-999.25,GA,20/06/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021762\RN021762_Induction_Down.LAS,RN021762,636261,10,top of casing protector,,0.01,0,73.29,-999.25,Geoscience Australia,6/07/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021765\RN021765_Induction_Down.LAS,RN021765,636275,10,top of casing protector,,0.01,0,51.29,-999.25,Geoscience Australia,30/06/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021768\RN021768_Induction_Down.LAS,RN021768,636268,10,top of casing protector,,0.01,0,81.07,-999.25,Geoscience Australia,4/07/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021769\RN021769_Induction_Down.LAS,RN021769,636262,5,top of casing,,0.01,0,55.22,-999.25,Geoscience Australia,6/07/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN022060\RN022060_Induction_Down.LAS,RN022069,636259,10,top of casing protector,,0.01,0,75.15,-999.25,Geoscience Australia,6/07/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN022063\RN022063_Induction_Down.LAS,RN022063,636260,10,top of casing protector,,0.01,0,24.81,-999.25,Geoscience Australia,6/07/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN022065\RN022065_Induction_Down.LAS,RN022065,636267,10,top of casing protector,,0.01,1.988,61.047,-999.25,Geoscience Australia,4/07/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN022394\RN022394_Induction_Down.LAS,RN022394,636284,5,top of casing,,0.01,6.912,110.082,-999.25,GA,22/06/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN024402\RN024402_Induction_Down.LAS,RN024402,636258,10,top of casing protector,,0.01,0,62.02,-999.25,Geoscience Australia,7/07/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN025285\RN025285_Induction_Down.LAS,RN025285,636255,3,unknown,,0.01,0,41.07,-999.25,GA,27/06/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN025288\RN025288_Induction_Down.LAS,RN025288,628383,10,top of casing protector,,0.01,0,63.11,-999.25,GA,19/06/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN025420\RN025420_Induction_Down.LAS,RN025420,636270,10,top of casing protector,,0.01,0,36.01,-999.25,Geoscience Australia,3/07/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN025423\RN025423_Induction_Down.LAS,RN025423,636264,10,top of casing protector,,0.01,0,61.06,-999.25,Geoscience Australia,5/07/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN028782\RN028782_Conductivity_Down.LAS,RN028782,636286,5,top of casing,,0.01,0,67.03,-999.25,GA,22/06/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN029425\RN029425_Induction_Down.LAS,RN029425,636274,10,top of casing protector,,0.01,0,35.04,-999.25,Geoscience Australia,1/07/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN029430\RN029430_Induction_Down.LAS,RN029430,636285,5,top of casing,,0.01,29.983,127.043,-999.25,GA,22/06/2017,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029653\RN029653_induction_down.las,RN029653,626988,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN029653/RN029653_induction_down.las,0,0.645,9.995,-99999,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029656\RN029656_induction_down.las,RN029656,626989,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN029656/RN029656_induction_down.las,0,0.645,26.505,-99999,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029662\RN029662_induction_down.las,RN029662,626991,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN029662/RN029662_induction_down.las,0,0.645,16.495,-99999,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029665\RN029665_induction_down.las,RN029665,626987,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN029665/RN029665_induction_down.las,0,0.645,18.495,-99999,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029666\RN029666_induction_down.las,RN029666,626990,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN029666/RN029666_induction_down.las,0,0.645,15.995,-99999,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029933\RN029933_induction_down.las,RN029933,636182,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN029933/RN029933_induction_down.las,0,0.645,31.495,-99999,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029945\RN029945_induction_down.las,RN029945,636183,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN029945/RN029945_induction_down.las,0,0.645,19.985,-99999,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN030826\RN030826_induction_down_relogged.las,RN030826,626992,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN030826/RN030826_induction_down_relogged.las,0,0.635,25.995,-99999,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN030884\RN030884_induction_down.las,RN030884,636184,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN030884/RN030884_induction_down.las,0,0.6458,28.0058,-99999,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2016_las_files_DGRT_system\RN030885\RN030885_conductivity_down.las,RN030885,636185,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2016_las_files_DGRT_system/RN030885/RN030885_conductivity_down.las,0.01,0,28.48,-999.25,Geoscience Australia,27/10/2016,499585,8274061
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN031977\RN031977_Induction_Down.LAS,RN031977,636272,10,top of casing protector,,0.01,0,24.02,-999.25,Geoscience Australia,2/07/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN032750\RN032750_Induction_Down.LAS,RN032750,636295,5,top of casing,,0.01,0,61.03,-999.25,GA,18/06/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033033\RN033033_Induction_Down.LAS,RN033033,636287,5,top of casing,,0.01,0,86.03,-999.25,GA,21/06/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033035\RN033035_Induction_Down.LAS,RN033035,628382,5,top of casing,,0.01,0,115.01,-999.25,GA,19/06/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033039\RN033039_Induction_Down.LAS,RN033039,628381,5,top of casing,,0.01,0,49,-999.25,GA,17/06/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033132\RN033132_Induction_Down.LAS,RN033132,636294,10,top of casing protector,,0.01,0,29.87,-999.25,GA,24/06/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033308\RN033308_Induction_Down.LAS,RN033308,636257,10,top of casing protector,,0.01,0,117.02,-999.25,GA,26/06/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN034364\RN034364_Induction_Down.LAS,RN034364,636256,3,unknown,,0.01,0,38.07,-999.25,GA,27/06/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN034596\RN034596_Induction_Down.LAS,RN034596,636293,10,top of casing protector,,0.01,0,43.02,-999.25,GA,24/06/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN034679\RN034679_Induction_Down.LAS,RN034679,636266,10,top of casing protector,,0.01,0,46.09,-999.25,Geoscience Australia,5/07/2017,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN034821\RN034821_induction_down.las,RN034821,626984,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN034821/RN034821_induction_down.las,0,0.635,11.035,-99999,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN035864\RN035864_Induction_Down.LAS,RN035864,628380,5,top of casing,,0.01,0,66.07,-999.25,Geoscience Australia,3/07/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN035865\RN035865_Induction_Down.LAS,RN035865,628379,3,unknown,,0.01,0,70.07,-999.25,Geoscience Australia,3/07/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN035866\RN035866_Induction_Down.LAS,RN035866,636269,10,top of casing protector,,0.01,0,22.05,-999.25,Geoscience Australia,3/07/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN035972\RN035972_Induction_Down.LAS,RN035972,636278,5,top of casing,,0.01,0,51.01,-999.25,Geoscience Australia,28/06/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN036531\RN036531_Induction_Down.LAS,RN036531,628378,5,top of casing,,0.01,0,58.53,-999.25,Geoscience Australia,4/07/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN036538\RN036538_Induction_Down.LAS,RN036538,635610,5,top of casing,,0.01,0,97.06,-999.25,Geoscience Australia,2/07/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN036813\RN036813_Induction_Down.LAS,RN036813,636290,10,top of casing protector,,0.01,0,73.05,-999.25,GA,20/06/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN036815\RN036815_Induction_Down.LAS,RN036815,636289,10,top of casing protector,,0.01,0,72.85,-999.25,GA,20/06/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037041\RN037041_Induction_Down.LAS,RN037041,636292,10,top of casing protector,,0.01,10.105,65.005,-999.25,GA,18/06/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037048\RN037048_Induction_Down.LAS,RN037048,636282,10,top of casing protector,,0.01,0,40.55,-999.25,GA,23/06/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN037153\RN037153_Induction_Down.LAS,RN037153,536538,10,top of casing protector,,0.01,0,71.04,-999.25,Geoscience Australia,2/07/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN037154\RN037154_Induction_Down.LAS,RN037154,536539,5,top of casing,,0.01,0,59.13,-999.25,Geoscience Australia,1/07/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037338\RN037338_Induction_Down.LAS,RN037338,636296,10,top of casing protector,,0.01,0,92.01,-999.25,GA,24/06/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037411\RN037411_Induction_Down.LAS,RN037411,636283,10,top of casing protector,,0.01,0,55.05,-999.25,GA,25/06/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037412\RN037412_Induction_Down.LAS,RN037412,636252,10,top of casing protector,,0.01,0,85.01,-999.25,GA,25/06/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037413\RN037413_Induction_Down.LAS,RN037413,636254,10,top of casing protector,,0.01,0,65.02,-999.25,GA,25/06/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037769\RN037769_Induction_Down.LAS,RN037769,636253,10,top of casing protector,,0.01,26.918,147.007,-999.25,GA,23/06/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN038195\RN038195_Induction_Down.LAS,RN038195,628377,10,top of casing protector,,0.01,0,63.1,-999.25,Geoscience Australia,4/07/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN038196\RN038196_Induction_Down.LAS,RN038196,628376,5,top of casing,,0.01,0,24.53,-999.25,Geoscience Australia,1/07/2017,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN038543\RN038543_induction_down.las,RN038543,636186,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN038543/RN038543_induction_down.las,0,0.645,21.495,-99999,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN039611\RN039611_Induction_Down.LAS,RN039611,628375,3,unknown,,0.01,0,78.05,-999.25,Geoscience Australia,28/06/2017,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN039612\RN039612_Induction_Down.LAS,RN039612,628374,5,top of casing,,0.01,0,85.57,-999.25,Geoscience Australia,28/06/2017,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029660\RN29660_induction_down.las,RN29660,626986,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN029660/RN29660_induction_down.las,0,0.645,21.515,-99999,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029663\RN29663_induction_down.las,RN29663,626981,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN029663/RN29663_induction_down.las,0,0.655,13.495,-99999,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\WBS1155\WBS1155_induction_down.las,WBS1155,636193,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/WBS1155/WBS1155_induction_down.las,0,0.645,47.985,-99999,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\WBS5080\WBS5080_induction_down.las,WBS5080,636195,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/WBS5080/WBS5080_induction_down.las,0,0.645,151.995,-99999,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2016_las_files_DGRT_system\Yow_bore\Yow_Bore_conductivity_down.las,Yow Bore,627062,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2016_las_files_DGRT_system/Yow_bore/Yow_Bore_conductivity_down.las,0.01,0,30.7,-999.25,Geoscience Australia,25/10/2016,,
