prod_path_las,WELL_las,UWI,DEPTH_REFERENCE_ID_las,Reference Point_las,local_path_las,STEP,STRT,STOP,NULL,COMP,DATE,X,Y,prod_path_oracle,WELL_oracle,DEPTH_REFERENCE_ID_oracle,Reference Point_oracle,local_path_oracle,BOREHOLE_NAME,ORIG_LON,ORIG_LAT,ORIG_Z,ORIG_SRID,ENO,COUNTRY,STATE,ELEVATION_VALUE,INPUT_UNCERTAINTY_Z,ELEVATION_UOM,ELEVATION_DATUM,ELEVATION_DATUM_CONFIDENCE,DEPTH_REFERENCE_TYPE,DEPTH_REFERENCE_DATUM,DEPTH_REFERENCE_HEIGHT,DEPTH_REFERENCE_UOM,ALTERNATE_NAMES,LOCATION_METHOD,GDA94_LONGITUDE,GDA94_LATITUDE,SRID,COORD_REF_SYS_NAME,DEPTH_REFERENCE_TYPE_ID,Orig_EPSG,Reference_datum_height_(mAGL),ground_elevation_(mAHD),projected_crs,easting,northing
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021765\RN021765_Induction_Down.LAS,RN021765,636275,10,top of casing protector,,0.01,0,51.29,-999.25,Geoscience Australia,30/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021765\RN021765_Induction_Down.LAS,RN021765,10,top of casing protector,,RN021765,131.1281147,-12.48248914,82.28387,4326,636275,AUS,NT,30.5,10,m,Australian Height Datum,known,top of casing protector,ground level,0.77,m,,GPS observation,131.1281147,-12.4824891,4326,WGS 84,10,EPSG:4326,0.77,30.5,GDA94 / MGA zone 52,731292.9974,8619164.005
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021768\RN021768_Induction_Down.LAS,RN021768,636268,10,top of casing protector,,0.01,0,81.07,-999.25,Geoscience Australia,4/07/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021768\RN021768_Induction_Down.LAS,RN021768,10,top of casing protector,,RN021768,131.124955,-12.448207,75.65902,4283,636268,AUS,NT,23.8,10,m,Australian Height Datum,known,top of casing protector,ground level,0.64,m,,GPS observation,131.124955,-12.448207,4283,GDA94,10,EPSG:4283,0.64,23.8,GDA94 / MGA zone 52,730979.8244,8622960.119
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021769\RN021769_Induction_Down.LAS,RN021769,636262,5,top of casing,,0.01,0,55.22,-999.25,Geoscience Australia,6/07/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021769\RN021769_Induction_Down.LAS,RN021769,5,top of casing,,RN021769,131.1115706,-12.44861119,71.42834,4326,636262,AUS,NT,19.6,10,m,Australian Height Datum,known,top of casing,ground level,0.93,m,,GPS observation,131.1115706,-12.4486112,4326,WGS 84,5,EPSG:4326,0.93,19.6,GDA94 / MGA zone 52,729523.9985,8622926.998
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN022060\RN022060_Induction_Down.LAS,RN022069,636259,10,top of casing protector,,0.01,0,75.15,-999.25,Geoscience Australia,6/07/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN022060\RN022060_Induction_Down.LAS,RN022060,10,top of casing protector,,RN022060,131.1112854,-12.44859534,72.02772,4326,636259,AUS,NT,20.2,10,m,Australian Height Datum,known,top of casing protector,ground level,0.46,m,,GPS observation,131.1112854,-12.4485953,4326,WGS 84,10,EPSG:4326,0.46,20.2,GDA94 / MGA zone 52,729492.9989,8622929.004
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN022063\RN022063_Induction_Down.LAS,RN022063,636260,10,top of casing protector,,0.01,0,24.81,-999.25,Geoscience Australia,6/07/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN022063\RN022063_Induction_Down.LAS,RN022063,10,top of casing protector,,RN022063,131.1080194,-12.45182914,74.81226,4326,636260,AUS,NT,23,10,m,Australian Height Datum,known,top of casing protector,ground level,0.38,m,,GPS observation,131.1080194,-12.4518291,4326,WGS 84,10,EPSG:4326,0.38,23,GDA94 / MGA zone 52,729135.0045,8622574.004
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN022065\RN022065_Induction_Down.LAS,RN022065,636267,10,top of casing protector,,0.01,1.988,61.047,-999.25,Geoscience Australia,4/07/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN022065\RN022065_Induction_Down.LAS,RN022065,10,top of casing protector,,RN022065,131.107896,-12.442466,68.53449,4283,636267,AUS,NT,16.7,10,m,Australian Height Datum,known,top of casing protector,ground level,0.61,m,,GPS observation,131.107896,-12.442466,4283,GDA94,10,EPSG:4283,0.61,16.7,GDA94 / MGA zone 52,729129.8049,8623610.138
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN022394\RN022394_Induction_Down.LAS,RN022394,636284,5,top of casing,,0.01,6.912,110.082,-999.25,GA,22/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN022394\RN022394_Induction_Down.LAS,RN022394,5,top of casing,,RN022394,132.2957755,-14.50393655,157.29246,4326,636284,AUS,NT,111.1,10,m,Australian Height Datum,known,top of casing,ground level,0.45,m,,GPS observation,132.2957755,-14.5039366,4326,WGS 84,5,EPSG:4326,0.45,111.1,GDA94 / MGA zone 52,855296.645,8393978.338
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN024402\RN024402_Induction_Down.LAS,RN024402,636258,10,top of casing protector,,0.01,0,62.02,-999.25,Geoscience Australia,7/07/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN024402\RN024402_Induction_Down.LAS,RN024402,10,top of casing protector,,RN024402,131.1628118,-12.40993345,72.61057,4326,636258,AUS,NT,20.6,10,m,Australian Height Datum,known,top of casing protector,ground level,0.74,m,,GPS observation,131.1628118,-12.4099335,4326,WGS 84,10,EPSG:4326,0.74,20.6,GDA94 / MGA zone 52,735131.0038,8627161.995
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN025285\RN025285_Induction_Down.LAS,RN025285,636255,3,unknown,,0.01,0,41.07,-999.25,GA,27/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN025285\RN025285_Induction_Down.LAS,RN025285,3,unknown,,RN025285,131.2747918,-14.08897578,96.57276,4326,636255,AUS,NT,51,10,m,Australian Height Datum,known,ground surface,ground level,0,m,,GPS observation,131.2747918,-14.0889758,4326,WGS 84,3,EPSG:4326,0,51,GDA94 / MGA zone 52,745618.9969,8441245.997
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN025288\RN025288_Induction_Down.LAS,RN025288,628383,10,top of casing protector,,0.01,0,63.11,-999.25,GA,19/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN025288\RN025288_Induction_Down.LAS,RN025288,10,top of casing protector,,RN025288,756986,8449800,,82465,628383,AUS,NT,118,10,m,Australian Height Datum,assumed,top of casing protector,ground level,0.73,m,,"State or NT agency supplied location, method unknown",131.3792053,-14.0106819,82465,MGA94 Zone 52,10,EPSG:28352,0.73,118,GDA94 / MGA zone 52,756986.0033,8449800.005
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN025420\RN025420_Induction_Down.LAS,RN025420,636270,10,top of casing protector,,0.01,0,36.01,-999.25,Geoscience Australia,3/07/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN025420\RN025420_Induction_Down.LAS,RN025420,10,top of casing protector,,RN025420,131.1029145,-12.41054927,58.79129,4326,636270,AUS,NT,6.9,10,m,Australian Height Datum,known,top of casing protector,ground level,555,mm,,GPS observation,131.1029145,-12.4105493,4326,WGS 84,10,EPSG:4326,0.555,6.9,GDA94 / MGA zone 52,728615.9948,8627145.997
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN025423\RN025423_Induction_Down.LAS,RN025423,636264,10,top of casing protector,,0.01,0,61.06,-999.25,Geoscience Australia,5/07/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN025423\RN025423_Induction_Down.LAS,RN025423,10,top of casing protector,,RN025423,131.1627733,-12.40861432,76.31316,4326,636264,AUS,NT,24.3,10,m,Australian Height Datum,known,top of casing protector,ground level,475,mm,,GPS observation,131.1627733,-12.4086143,4326,WGS 84,10,EPSG:4326,0.475,24.3,GDA94 / MGA zone 52,735128.0011,8627308.003
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN028782\RN028782_Conductivity_Down.LAS,RN028782,636286,5,top of casing,,0.01,0,67.03,-999.25,GA,22/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN028782\RN028782_Conductivity_Down.LAS,RN028782,5,top of casing,,RN028782,132.4000499,-14.50131206,196.40405,4326,636286,AUS,NT,149.9,10,m,Australian Height Datum,known,top of casing,ground level,0.4,m,,GPS observation,132.4000499,-14.5013121,4326,WGS 84,5,EPSG:4326,0.4,149.9,GDA94 / MGA zone 52,866553.5813,8394104.194
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN029425\RN029425_Induction_Down.LAS,RN029425,636274,10,top of casing protector,,0.01,0,35.04,-999.25,Geoscience Australia,1/07/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN029425\RN029425_Induction_Down.LAS,RN029425,10,top of casing protector,,RN029425,131.1649191,-12.5010477,86.41233,4326,636274,AUS,NT,34.6,10,m,Australian Height Datum,known,top of casing protector,ground level,1.28,m,,GPS observation,131.1649191,-12.5010477,4326,WGS 84,10,EPSG:4326,1.28,34.6,GDA94 / MGA zone 52,735277.9952,8617078
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN029430\RN029430_Induction_Down.LAS,RN029430,636285,5,top of casing,,0.01,29.983,127.043,-999.25,GA,22/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN029430\RN029430_Induction_Down.LAS,RN029430,5,top of casing,,RN029430,132.3511721,-14.55002299,184.00617,4326,636285,AUS,NT,137.9,10,m,Australian Height Datum,known,top of casing,ground level,0.8,m,,GPS observation,132.3511721,-14.550023,4326,WGS 84,5,EPSG:4326,0.8,137.9,GDA94 / MGA zone 52,861199.5715,8388786.562
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029653\RN029653_induction_down.las,RN029653,626988,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN029653/RN029653_induction_down.las,0,0.645,9.995,-99999,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029653\RN029653_induction_down.las,RN029653,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN029653/RN029653_induction_down.las,RN029653,514021,8301501,47.9,82465,626988,AUS,NT,47.9,0.1,m,GPS ellipsoid,known,top of casing protector,ground level,400,mm,,GPS differential observation,129.1306419,-15.3631692,82465,MGA94 Zone 52,10,EPSG:28352,0.4,,GDA94 / MGA zone 52,514021.005,8301501.003
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029656\RN029656_induction_down.las,RN029656,626989,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN029656/RN029656_induction_down.las,0,0.645,26.505,-99999,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029656\RN029656_induction_down.las,RN029656,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN029656/RN029656_induction_down.las,RN029656,504845,8293381,,82465,626989,AUS,NT,17.65,0.1,m,Australian Height Datum,known,top of casing,ground level,0.5,m,,GPS differential observation,129.0451596,-15.4366151,82465,MGA94 Zone 52,5,EPSG:28352,0.5,17.65,GDA94 / MGA zone 52,504845.0032,8293380.999
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029662\RN029662_induction_down.las,RN029662,626991,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN029662/RN029662_induction_down.las,0,0.645,16.495,-99999,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029662\RN029662_induction_down.las,RN029662,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN029662/RN029662_induction_down.las,RN029662,500590,8288080,,82465,626991,AUS,NT,18.952,0.1,m,Australian Height Datum,known,top of casing protector,ground level,420,mm,,digital elevation model,129.0055006,-15.4845452,82465,MGA94 Zone 52,10,EPSG:28352,0.42,18.952,GDA94 / MGA zone 52,500590.0029,8288080.001
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029665\RN029665_induction_down.las,RN029665,626987,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN029665/RN029665_induction_down.las,0,0.645,18.495,-99999,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029665\RN029665_induction_down.las,RN029665,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN029665/RN029665_induction_down.las,RN029665,512860,8302461,47,82465,626987,AUS,NT,47,0.1,m,GPS ellipsoid,known,top of casing protector,ground level,400,mm,,GPS differential observation,129.1198192,-15.354496,82465,MGA94 Zone 52,10,EPSG:28352,0.4,,GDA94 / MGA zone 52,512859.9999,8302461.002
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029666\RN029666_induction_down.las,RN029666,626990,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN029666/RN029666_induction_down.las,0,0.645,15.995,-99999,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029666\RN029666_induction_down.las,RN029666,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN029666/RN029666_induction_down.las,RN029666,518194,8307268,44.5,82465,626990,AUS,NT,44.5,0.1,m,GPS ellipsoid,known,top of casing protector,ground level,340,mm,,GPS differential observation,129.169482,-15.3110041,82465,MGA94 Zone 52,10,EPSG:28352,0.34,,GDA94 / MGA zone 52,518194.0016,8307267.996
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029933\RN029933_induction_down.las,RN029933,636182,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN029933/RN029933_induction_down.las,0,0.645,31.495,-99999,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029933\RN029933_induction_down.las,RN029933,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN029933/RN029933_induction_down.las,RN029933,533361.5,8319410.2,,81931,636182,AUS,NT,7.859,0.1,m,Australian Height Datum,known,top of casing,ground level,0.73,m,,digital elevation model,129.3116428,-15.1997411,81931,AMG Zone 52 (AGD 84),5,EPSG:20352,0.73,7.859,GDA94 / MGA zone 52,533472.7686,8319557.693
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029945\RN029945_induction_down.las,RN029945,636183,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN029945/RN029945_induction_down.las,0,0.645,19.985,-99999,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029945\RN029945_induction_down.las,RN029945,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN029945/RN029945_induction_down.las,RN029945,520250.6,8296657.3,,81931,636183,AUS,NT,15.678,0.1,m,Australian Height Datum,known,top of casing protector,ground level,0.59,m,,digital elevation model,129.1897616,-15.4055837,81931,AMG Zone 52 (AGD 84),10,EPSG:20352,0.59,15.678,GDA94 / MGA zone 52,520361.8597,8296804.888
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN030826\RN030826_induction_down_relogged.las,RN030826,626992,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN030826/RN030826_induction_down_relogged.las,0,0.635,25.995,-99999,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN030826\RN030826_induction_down_relogged.las,RN030826,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN030826/RN030826_induction_down_relogged.las,RN030826,501892,8274331,,82465,626992,AUS,NT,28.793,0.1,m,Australian Height Datum,known,top of casing protector,ground level,545,mm,,digital elevation model,129.0176497,-15.6088464,82465,MGA94 Zone 52,10,EPSG:28352,0.545,28.793,GDA94 / MGA zone 52,501891.9991,8274330.996
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN030884\RN030884_induction_down.las,RN030884,636184,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN030884/RN030884_induction_down.las,0,0.6458,28.0058,-99999,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN030884\RN030884_induction_down.las,RN030884,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN030884/RN030884_induction_down.las,RN030884,499585,8274061,,81931,636184,AUS,WA,28.569,0.1,m,Australian Height Datum,known,top of casing,ground level,0.39,m,,digital elevation model,128.9971667,-15.6099527,81931,AMG Zone 52 (AGD 84),5,EPSG:20352,0.39,28.569,GDA94 / MGA zone 52,499696.2797,8274208.704
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2016_las_files_DGRT_system\RN030885\RN030885_conductivity_down.las,RN030885,636185,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2016_las_files_DGRT_system/RN030885/RN030885_conductivity_down.las,0.01,0,28.48,-999.25,Geoscience Australia,27/10/2016,499585,8274061,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2016_las_files_DGRT_system\RN030885\RN030885_conductivity_down.las,RN030885,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2016_las_files_DGRT_system/RN030885/RN030885_conductivity_down.las,RN030885,499613.8,8274026.4,,81931,636185,AUS,WA,28.772,0.1,m,Australian Height Datum,known,top of casing,ground level,0.43,m,,digital elevation model,128.9974353,-15.6102655,81931,AMG Zone 52 (AGD 84),5,EPSG:20352,0.43,28.772,GDA94 / MGA zone 52,499725.0731,8274174.105
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN031977\RN031977_Induction_Down.LAS,RN031977,636272,10,top of casing protector,,0.01,0,24.02,-999.25,Geoscience Australia,2/07/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN031977\RN031977_Induction_Down.LAS,RN031977,10,top of casing protector,,RN031977,131.2114842,-12.41735777,63.75725,4326,636272,AUS,NT,11.7,10,m,Australian Height Datum,known,top of casing protector,ground level,255,mm,,GPS observation,131.2114842,-12.4173578,4326,WGS 84,10,EPSG:4326,0.255,11.7,GDA94 / MGA zone 52,740418,8626296.997
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN032750\RN032750_Induction_Down.LAS,RN032750,636295,5,top of casing,,0.01,0,61.03,-999.25,GA,18/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN032750\RN032750_Induction_Down.LAS,RN032750,5,top of casing,,RN032750,131.815206,-14.510977,170.05573,4283,636295,AUS,NT,125.1,10,m,Australian Height Datum,known,top of casing,ground level,0.6,m,,GPS observation,131.815206,-14.510977,4283,GDA94,5,EPSG:4283,0.6,125.1,GDA94 / MGA zone 52,803440.0285,8393891.984
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033033\RN033033_Induction_Down.LAS,RN033033,636287,5,top of casing,,0.01,0,86.03,-999.25,GA,21/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033033\RN033033_Induction_Down.LAS,RN033033,5,top of casing,,RN033033,131.3950231,-14.13365412,113.70652,4326,636287,AUS,NT,68,10,m,Australian Height Datum,known,top of casing,ground level,425,mm,,GPS observation,131.3950231,-14.1336541,4326,WGS 84,5,EPSG:4326,0.425,68,GDA94 / MGA zone 52,758557.002,8436172.002
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033035\RN033035_Induction_Down.LAS,RN033035,628382,5,top of casing,,0.01,0,115.01,-999.25,GA,19/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033035\RN033035_Induction_Down.LAS,RN033035,5,top of casing,,RN033035,761261,8442950,,82465,628382,AUS,NT,85,10,m,Australian Height Datum,assumed,top of casing,ground level,0.39,m,,"State or NT agency supplied location, method unknown",131.4194086,-14.0721722,82465,MGA94 Zone 52,5,EPSG:28352,0.39,85,GDA94 / MGA zone 52,761261.0031,8442949.996
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033039\RN033039_Induction_Down.LAS,RN033039,628381,5,top of casing,,0.01,0,49,-999.25,GA,17/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033039\RN033039_Induction_Down.LAS,RN033039,5,top of casing,,RN033039,178471,8367443,,82466,628381,AUS,NT,101.9,10,m,Australian Height Datum,assumed,top of casing,ground level,465,mm,,"State or NT agency supplied location, method unknown",132.0138992,-14.7477172,82466,MGA94 Zone 53,5,EPSG:28353,0.465,101.9,GDA94 / MGA zone 52,824524.6032,8367403.036
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033132\RN033132_Induction_Down.LAS,RN033132,636294,10,top of casing protector,,0.01,0,29.87,-999.25,GA,24/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033132\RN033132_Induction_Down.LAS,RN033132,10,top of casing protector,,RN033132,131.9765319,-14.69704269,131.23505,4326,636294,AUS,NT,86.8,10,m,Australian Height Datum,known,top of casing protector,ground level,0.87,m,,GPS observation,131.9765319,-14.6970427,4326,WGS 84,10,EPSG:4326,0.87,86.8,GDA94 / MGA zone 52,820571.9991,8373067.999
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033308\RN033308_Induction_Down.LAS,RN033308,636257,10,top of casing protector,,0.01,0,117.02,-999.25,GA,26/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033308\RN033308_Induction_Down.LAS,RN033308,10,top of casing protector,,RN033308,131.6338375,-14.26241044,148.76491,4326,636257,AUS,NT,103,10,m,Australian Height Datum,known,top of casing protector,ground level,0.5,m,,GPS observation,131.6338375,-14.2624104,4326,WGS 84,10,EPSG:4326,0.5,103,GDA94 / MGA zone 52,784192.9959,8421642.005
