prod_path_las,WELL_las,UWI,DEPTH_REFERENCE_ID_las,Reference Point_las,local_path_las,STEP,STRT,STOP,NULL,COMP,DATE,X,Y,prod_path_oracle,WELL_oracle,DEPTH_REFERENCE_ID_oracle,Reference Point_oracle,local_path_oracle,BOREHOLE_NAME,ORIG_LON,ORIG_LAT,ORIG_Z,ORIG_SRID,ENO,COUNTRY,STATE,ELEVATION_VALUE,INPUT_UNCERTAINTY_Z,ELEVATION_UOM,ELEVATION_DATUM,ELEVATION_DATUM_CONFIDENCE,DEPTH_REFERENCE_TYPE,DEPTH_REFERENCE_DATUM,DEPTH_REFERENCE_HEIGHT,DEPTH_REFERENCE_UOM,ALTERNATE_NAMES,LOCATION_METHOD,GDA94_LONGITUDE,GDA94_LATITUDE,SRID,COORD_REF_SYS_NAME,DEPTH_REFERENCE_TYPE_ID,Orig_EPSG,Reference_datum_height_(mAGL),ground_elevation_(mAHD),projected_crs,easting,northing
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\Ord24\Ord24_induction_down.las,Ord24,636194,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/Ord24/Ord24_induction_down.las,0,0.645,29.985,-99999,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\Ord24\Ord24_induction_down.las,Ord24,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/Ord24/Ord24_induction_down.las,80918284,499770,8287091,,81931,636194,AUS,WA,17.886,0.1,m,Australian Height Datum,known,top of casing protector,ground level,1,m,"Ord24,WP24",digital elevation model,128.9988933,-15.4921517,81931,AMG Zone 52 (AGD 84),10,EPSG:20352,1,17.886,GDA94 / MGA zone 52,499881.298,8287238.659
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2016_las_files_DGRT_system\Y16A_Ord37\Y16A_Ord37_conductivity_down.las,Y16A_Ord37,636192,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2016_las_files_DGRT_system/Y16A_Ord37/Y16A_Ord37_conductivity_down.las,0.01,0,14.68,-999.25,Geoscience Australia,31/10/2016,450804,8281036,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2016_las_files_DGRT_system\Y16A_Ord37\Y16A_Ord37_conductivity_down.las,Ord37,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2016_las_files_DGRT_system/Y16A_Ord37/Y16A_Ord37_conductivity_down.las,80918219,450804,8281036,,81931,636192,AUS,WA,16.144,0.1,m,Australian Height Datum,known,top of casing protector,ground level,0.85,m,"Ord37,Y16A",digital elevation model,128.5422522,-15.5464175,81931,AMG Zone 52 (AGD 84),10,EPSG:20352,0.85,16.144,GDA94 / MGA zone 52,450915.4352,8281183.791
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2016_las_files_DGRT_system\Y10A_Ord40\Y10A_Ord40_conductivity_down.las,Y10A_Ord40,636203,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2016_las_files_DGRT_system/Y10A_Ord40/Y10A_Ord40_conductivity_down.las,0.01,0,14.18,-999.25,Geoscience Australia,31/10/2016,441916,8283743,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2016_las_files_DGRT_system\Y10A_Ord40\Y10A_Ord40_conductivity_down.las,Ord40,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2016_las_files_DGRT_system/Y10A_Ord40/Y10A_Ord40_conductivity_down.las,80918301,441916,8283743,,81931,636203,AUS,WA,7.073,0.1,m,Australian Height Datum,known,top of casing protector,ground level,0.87,m,"Ord40,Y10A",digital elevation model,128.4594319,-15.5217574,81931,AMG Zone 52 (AGD 84),10,EPSG:20352,0.87,7.073,GDA94 / MGA zone 52,442027.4637,8283890.804
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN006504\RN006504_Induction_down.LAS,RN006504,628372,5,top of casing,,0.0201,1.4399,93.3572,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN006504\RN006504_Induction_down.LAS,RN006504,5,top of casing,,RN006504,134.2272543,-23.8279738,507.19691,4326,628372,AUS,NT,492,10,m,Australian Height Datum,assumed,top of casing,ground level,715,mm,,GPS observation,134.2272543,-23.8279738,4326,WGS 84,5,EPSG:4326,0.715,492,GDA94 / MGA zone 52,1032875.276,7354980.285
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN007412\RN007412_induction_down.las,RN007412,636181,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN007412/RN007412_induction_down.las,0,0.645,22.995,-99999,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN007412\RN007412_induction_down.las,RN007412,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/RN007412/RN007412_induction_down.las,RN007412,505548.7,8292329.3,,81931,636181,AUS,NT,17.423,0.1,m,Australian Height Datum,known,top of casing,ground level,0.58,m,,digital elevation model,129.0527581,-15.444787,81931,AMG Zone 52 (AGD 84),5,EPSG:20352,0.58,17.423,GDA94 / MGA zone 52,505659.9962,8292476.929
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Tennant_Creek\RN013453\RN013453_Ind_Up.las,RN013453_Ind_Up,621386,5,top of casing,,0.01,0.823,39.672,-999.25,Geoscience Australia,8/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Tennant_Creek\RN013453\RN013453_Ind_Up.las,RN013453,5,top of casing,,RN013453,413252,7801588,,82466,621386,AUS,NT,332,16,m,Australian Height Datum,assumed,top of casing,ground level,690,mm,,GPS observation,134.1713593,-19.8799682,82466,MGA94 Zone 53,5,EPSG:28353,0.69,332,GDA94 / MGA zone 52,1041929.607,7793468.978
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Tennant_Creek\RN013454\RN013454_Ind_Up.las,RN013454_Ind_Up,621385,5,top of casing,,0.01,1.165,35.715,-999.25,Geoscience Australia,8/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Tennant_Creek\RN013454\RN013454_Ind_Up.las,RN013454,5,top of casing,,RN013454,134.1608187,-19.873969,349.41952,4283,621385,AUS,NT,317,16,m,Australian Height Datum,assumed,top of casing,ground level,710,mm,,GPS observation,134.1608187,-19.873969,4283,GDA94,5,EPSG:4283,0.71,317,GDA94 / MGA zone 52,1040843.145,7794168.961
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Tennant_Creek\RN013455\RN013455_Induction_Up.las,RN013455_Induction_Up,621384,5,top of casing,,0.01,0.588,10.418,-999.25,Geoscience Australia,10/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Tennant_Creek\RN013455\RN013455_Induction_Up.las,RN013455,5,top of casing,,RN013455,412981,7812326,,82466,621384,AUS,NT,320,16,m,Australian Height Datum,assumed,top of casing,ground level,735,mm,,GPS observation,134.1692754,-19.7829286,82466,MGA94 Zone 53,5,EPSG:28353,0.735,320,GDA94 / MGA zone 52,1042041.39,7804247.848
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Tennant_Creek\RN013457\RN013457_Induction_Up.las,RN013457_Induction_Up,621383,5,top of casing,,0.01,0.87,51.68,-999.25,Geoscience Australia,9/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Tennant_Creek\RN013457\RN013457_Induction_Up.las,RN013457,5,top of casing,,RN013457,404311,7810732,,82466,621383,AUS,NT,310,16,m,Australian Height Datum,assumed,top of casing,ground level,785,mm,PR 47,GPS observation,134.0864328,-19.796928,82466,MGA94 Zone 53,5,EPSG:28353,0.785,310,GDA94 / MGA zone 52,1033289.95,7802958.357
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Tennant_Creek\RN013458\RN013458_Induction_Up.las,RN013458_Induction_Up,621382,5,top of casing,,0.01,1.163,34.763,-999.25,Geoscience Australia,9/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Tennant_Creek\RN013458\RN013458_Induction_Up.las,RN013458,5,top of casing,,RN013458,403754,7808234,,82466,621382,AUS,NT,314,16,m,Australian Height Datum,assumed,top of casing,ground level,900,mm,,GPS observation,134.0809859,-19.8194719,82466,MGA94 Zone 53,5,EPSG:28353,0.9,314,GDA94 / MGA zone 52,1032642.306,7800473.323
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN016933\RN016933_Induction_down.LAS,RN016933,628355,5,top of casing,,0.0201,4.9717,53.9956,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN016933\RN016933_Induction_down.LAS,RN016933,5,top of casing,,RN016933,134.2039968,-20.98667705,416.97709,4326,628355,AUS,NT,388.01,10,m,Australian Height Datum,assumed,top of casing,ground level,0.25,m,,GPS observation,134.2039968,-20.9866771,4326,WGS 84,5,EPSG:4326,0.25,388.01,GDA94 / MGA zone 52,1041450.456,7670503.356
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017339\RN017339_Induction_down.LAS,RN017339,626660,3,unknown,,0.0201,1.4399,55.9712,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017339\RN017339_Induction_down.LAS,RN017339,3,unknown,,RN017339,134.0491667,-23.84,521.44832,4283,626660,AUS,NT,507,10,m,Australian Height Datum,assumed,ground surface,ground level,0,m,,GPS observation,134.0491667,-23.84,4283,GDA94,3,EPSG:4283,0,507,GDA94 / MGA zone 52,1014640.607,7354306.041
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\TiTree\RN017350\RN017350_Induction_down.LAS,RN017350,628366,5,top of casing,,0.0201,5.446,93.5443,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\TiTree\RN017350\RN017350_Induction_down.LAS,RN017350,5,top of casing,,RN017350,133.5219132,-22.4358563,605.22226,4326,628366,AUS,NT,583,10,m,Australian Height Datum,assumed,top of casing,ground level,775,mm,,GPS observation,133.5219132,-22.4358563,4326,WGS 84,5,EPSG:4326,0.775,583,GDA94 / MGA zone 52,965660.8757,7511905.576
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017393\RN017393_Induction_down.LAS,RN017393,628371,3,unknown,,0.0201,23.4703,67.027,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017393\RN017393_Induction_down.LAS,RN017393,3,unknown,,RN017393,134.1435752,-23.83400802,504.84132,4326,628371,AUS,NT,490,10,m,Australian Height Datum,assumed,ground surface,ground level,0,m,,GPS observation,134.1435752,-23.834008,4326,WGS 84,3,EPSG:4326,0,490,GDA94 / MGA zone 52,1024304.845,7354623.735
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017536\RN017536_Induction_Down_0_100m.las,RN017356_Induction_Down_0_100m,621381,5,top of casing,,0.01,-0.65,101.12,-999.25,GA,14/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017536\RN017536_Induction_Down_0_100m.las,RN017536,5,top of casing,,RN017536,394559.01,7354819.61,,81932,621381,AUS,NT,528,16,m,Australian Height Datum,assumed,top of casing,ground level,650,mm,,GPS observation,133.9653192,-23.9132821,81932,AMG Zone 53 (AGD 66),5,EPSG:20353,0.65,528,GDA94 / MGA zone 52,1005793.703,7346475.353
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017536\RN017536_Induction_Down_0_100m.las,RN017356_Induction_Down_0_100m,621381,5,top of casing,,0.01,-0.65,101.12,-999.25,GA,14/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017536\RN017536_Induction_Down_100_200m.las,RN017536,5,top of casing,,RN017536,394559.01,7354819.61,,81932,621381,AUS,NT,528,16,m,Australian Height Datum,assumed,top of casing,ground level,650,mm,,GPS observation,133.9653192,-23.9132821,81932,AMG Zone 53 (AGD 66),5,EPSG:20353,0.65,528,GDA94 / MGA zone 52,1005793.703,7346475.353
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017536\RN017536_Induction_Down_0_100m.las,RN017356_Induction_Down_0_100m,621381,5,top of casing,,0.01,-0.65,101.12,-999.25,GA,14/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017536\RN017536_Induction_Down_200_EOH.las,RN017536,5,top of casing,,RN017536,394559.01,7354819.61,,81932,621381,AUS,NT,528,16,m,Australian Height Datum,assumed,top of casing,ground level,650,mm,,GPS observation,133.9653192,-23.9132821,81932,AMG Zone 53 (AGD 66),5,EPSG:20353,0.65,528,GDA94 / MGA zone 52,1005793.703,7346475.353
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017536\RN017536_Induction_Down_100_200m.las,RN017356_Induction_Down_100_200m,621381,5,top of casing,,0.01,100.13,211.16,-999.25,GA,14/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017536\RN017536_Induction_Down_0_100m.las,RN017536,5,top of casing,,RN017536,394559.01,7354819.61,,81932,621381,AUS,NT,528,16,m,Australian Height Datum,assumed,top of casing,ground level,650,mm,,GPS observation,133.9653192,-23.9132821,81932,AMG Zone 53 (AGD 66),5,EPSG:20353,0.65,528,GDA94 / MGA zone 52,1005793.703,7346475.353
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017536\RN017536_Induction_Down_100_200m.las,RN017356_Induction_Down_100_200m,621381,5,top of casing,,0.01,100.13,211.16,-999.25,GA,14/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017536\RN017536_Induction_Down_100_200m.las,RN017536,5,top of casing,,RN017536,394559.01,7354819.61,,81932,621381,AUS,NT,528,16,m,Australian Height Datum,assumed,top of casing,ground level,650,mm,,GPS observation,133.9653192,-23.9132821,81932,AMG Zone 53 (AGD 66),5,EPSG:20353,0.65,528,GDA94 / MGA zone 52,1005793.703,7346475.353
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017536\RN017536_Induction_Down_100_200m.las,RN017356_Induction_Down_100_200m,621381,5,top of casing,,0.01,100.13,211.16,-999.25,GA,14/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017536\RN017536_Induction_Down_200_EOH.las,RN017536,5,top of casing,,RN017536,394559.01,7354819.61,,81932,621381,AUS,NT,528,16,m,Australian Height Datum,assumed,top of casing,ground level,650,mm,,GPS observation,133.9653192,-23.9132821,81932,AMG Zone 53 (AGD 66),5,EPSG:20353,0.65,528,GDA94 / MGA zone 52,1005793.703,7346475.353
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017536\RN017536_Induction_Down_200_EOH.las,RN017536_Induction_Down_200_EOH,621381,5,top of casing,,0.01,209.782,311.103,-999.25,GA,14/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017536\RN017536_Induction_Down_0_100m.las,RN017536,5,top of casing,,RN017536,394559.01,7354819.61,,81932,621381,AUS,NT,528,16,m,Australian Height Datum,assumed,top of casing,ground level,650,mm,,GPS observation,133.9653192,-23.9132821,81932,AMG Zone 53 (AGD 66),5,EPSG:20353,0.65,528,GDA94 / MGA zone 52,1005793.703,7346475.353
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017536\RN017536_Induction_Down_200_EOH.las,RN017536_Induction_Down_200_EOH,621381,5,top of casing,,0.01,209.782,311.103,-999.25,GA,14/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017536\RN017536_Induction_Down_100_200m.las,RN017536,5,top of casing,,RN017536,394559.01,7354819.61,,81932,621381,AUS,NT,528,16,m,Australian Height Datum,assumed,top of casing,ground level,650,mm,,GPS observation,133.9653192,-23.9132821,81932,AMG Zone 53 (AGD 66),5,EPSG:20353,0.65,528,GDA94 / MGA zone 52,1005793.703,7346475.353
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017536\RN017536_Induction_Down_200_EOH.las,RN017536_Induction_Down_200_EOH,621381,5,top of casing,,0.01,209.782,311.103,-999.25,GA,14/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017536\RN017536_Induction_Down_200_EOH.las,RN017536,5,top of casing,,RN017536,394559.01,7354819.61,,81932,621381,AUS,NT,528,16,m,Australian Height Datum,assumed,top of casing,ground level,650,mm,,GPS observation,133.9653192,-23.9132821,81932,AMG Zone 53 (AGD 66),5,EPSG:20353,0.65,528,GDA94 / MGA zone 52,1005793.703,7346475.353
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017537\RN017537_Induction_Up.las,RN017537_Induction_Up,621380,5,top of casing,,0.01,4.69,112.36,-999.25,GA,15/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017537\RN017537_Induction_Up.las,RN017537,5,top of casing,,RN017537,397648.2,7354046.67,,81932,621380,AUS,NT,508,16,m,Australian Height Datum,assumed,top of casing,ground level,600,mm,,GPS observation,133.9956123,-23.9204637,81932,AMG Zone 53 (AGD 66),5,EPSG:20353,0.6,508,GDA94 / MGA zone 52,1008856.541,7345569.018
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN017585\RN017585_Induction_down.LAS,RN017585,628354,5,top of casing,,0.0201,4.9717,80.005,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN017585\RN017585_Induction_down.LAS,RN017585,5,top of casing,,RN017585,134.5014239,-21.10381211,411.67498,4326,628354,AUS,NT,382.18,10,m,Australian Height Datum,assumed,top of casing,ground level,0.31,m,,GPS observation,134.5014239,-21.1038121,4326,WGS 84,5,EPSG:4326,0.31,382.18,GDA94 / MGA zone 52,1072015.692,7656454.073
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN017587\RN017587_Induction_Down.las,RN017587_Induction_Down,621379,5,top of casing,,0.01,-0.76,95.06,-999.25,GA,11/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN017587\RN017587_Induction_Down.las,RN017587,5,top of casing,,RN017587,448240,7669678,,82466,621379,AUS,NT,379,10,m,Australian Height Datum,known,top of casing,ground level,760,mm,,GPS observation,134.5017284,-21.0731291,82466,MGA94 Zone 53,5,EPSG:28353,0.76,379,GDA94 / MGA zone 52,1072165.524,7659860.483
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN017589\RN017589_Induction_Down.las,RN017598_Induction_Down,628358,5,top of casing,,0.01,-0.57,46.45,-999.25,GA,11/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN017589\RN017589_Induction_Down.las,RN017589,5,top of casing,,RN017589,134.4679126,-21.02659408,407.53303,4326,628358,AUS,NT,377.97,10,m,Australian Height Datum,assumed,top of casing,ground level,0.59,m,,GPS observation,134.4679126,-21.0265941,4326,WGS 84,5,EPSG:4326,0.59,377.97,GDA94 / MGA zone 52,1068818.451,7665149.923
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN017591\RN017591_Induction_down.LAS,RN017591,628359,5,top of casing,,0.0201,4.9704,42.4971,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN017591\RN017591_Induction_down.LAS,RN017591,5,top of casing,,RN017591,134.4854294,-20.87117535,411.93124,4326,628359,AUS,NT,381.73,10,m,Australian Height Datum,assumed,top of casing,ground level,875,mm,,GPS observation,134.4854294,-20.8711754,4326,WGS 84,5,EPSG:4326,0.875,381.73,GDA94 / MGA zone 52,1071237.495,7682346.79
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN017594\RN017594_Induction_Down.LAS,RN017594,628357,5,top of casing,,0.0201,4.4965,35.9128,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN017594\RN017594_Induction_Down.LAS,RN017594,5,top of casing,,RN017594,134.4682795,-21.02625189,408.36503,4326,628357,AUS,NT,378.8,10,m,Australian Height Datum,assumed,top of casing,ground level,0.44,m,,GPS observation,134.4682795,-21.0262519,4326,WGS 84,5,EPSG:4326,0.44,378.8,GDA94 / MGA zone 52,1068858.011,7665186.61
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\TiTree\RN018133\RN018133_Induction_Down.LAS,RN018133,628367,10,top of casing protector,,0.0201,4.9725,71.8854,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\TiTree\RN018133\RN018133_Induction_Down.LAS,RN018133,10,top of casing protector,,RN018133,133.6372573,-22.5153127,598.10947,4326,628367,AUS,NT,575.64,10,m,Australian Height Datum,assumed,top of casing protector,ground level,575,mm,,GPS observation,133.6372573,-22.5153127,4326,WGS 84,10,EPSG:4326,0.575,575.64,GDA94 / MGA zone 52,977283.7795,7502726.122
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN018334\RN018334_Induction_down.las,RN018334_Induction_down,621377,5,top of casing,,0.01,-0.47,30.79,-999.25,GA,13/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN018334\RN018334_Induction_down.las,RN018334,5,top of casing,,RN018334,429313,7366264,,82466,621377,AUS,NT,459,16,m,Australian Height Datum,assumed,top of casing,ground level,470,mm,Undoolya Station - Junction Bore,GPS observation,134.3060303,-23.8133601,82466,MGA94 Zone 53,5,EPSG:28353,0.47,459,GDA94 / MGA zone 52,1040982.164,7356303.254
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN018402\RN018402_Induction_Down.LAS,RN018402,628356,10,top of casing protector,,0.0201,5.0218,51.9151,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN018402\RN018402_Induction_Down.LAS,RN018402,10,top of casing protector,,RN018402,134.086077,-20.93661044,412.60386,4326,628356,AUS,NT,383.86,10,m,Australian Height Datum,assumed,top of casing protector,ground level,0.87,m,,GPS observation,134.086077,-20.9366105,4326,WGS 84,10,EPSG:4326,0.87,383.86,GDA94 / MGA zone 52,1029334.004,7676457.174
