induction_path,gamma_path,FLD,WELL,UWI,DEPTH_REFERENCE_ID,Reference Point,induction_instrument,gamma_instrument
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR46\KR46_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR46\KR46_gamma_down.LAS,East Kimberley,KR46,635740,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR48\KR48_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR48\KR48_gamma_down.LAS,East Kimberley,KR48,635741,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR49\KR49_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR49\KR49_gamma_down.LAS,East Kimberley,KR49,635742,10,top of casing protector,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR50a\KR50A_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR50a\KR50A_gamma_down.LAS,East Kimberley,KR50A,635743,10,top of casing protector,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR50b_RN040780\RN04780_KR50m_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR50b_RN040780\RN04780_KR50m_gamma_down.LAS,East Kimberley,KR50b,635744,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR51a\KR51A_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR51a\KR51A_gamma_down.LAS,East Kimberley,KR51A,635745,10,top of casing protector,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR51b\KR51B_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR51b\KR51B_gamma_down.LAS,East Kimberley,KR51B,635746,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR54\KR54_ind_down3.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR54\KR54_gamma_down.LAS,East Kimberley,KR54,635747,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR55\KR55_ind_up2.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR55\KR55_gamma_down.LAS,East Kimberley,KR55,635748,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR58\KR58_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR58\KR58_gamma_down.LAS,East Kimberley,KR58,635749,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR61_RN039891\KR61_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR61_RN039891\KR61_gamma_down.LAS,East Kimberley,KR61,635750,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN006504\RN006504_Induction_down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN006504\RN006504_Gamma_Down.LAS,Alice Springs,RN006504,628372,5,top of casing,HII-383 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017339\RN017339_Induction_down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017339\RN017339_Gamma_down.LAS,Alice Springs,RN017339,626660,3,unknown,HII-383 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017393\RN017393_Induction_down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017393\RN017393_Gamma_down.LAS,Alice Springs,RN017393,628371,3,unknown,HII-383 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017536\RN017536_Induction_Down_0_100m.las,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017536\RN017536_Gamma_Down_100m.las,Alice Springs,RN017536,621381,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017536\RN017536_Induction_Down_100_200m.las,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017536\RN017536_Gamma_Down_100_200m.las,Alice Springs,RN017536,621381,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017536\RN017536_Induction_Down_200_EOH.las,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017536\RN017536_Gamma_Down_200_EOH.las,Alice Springs,RN017536,621381,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017537\RN017537_Induction_Up.las,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017537\RN017537_Gamma_Down.las,Alice Springs,RN017537,621380,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN018334\RN018334_Induction_down.las,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN018334\RN018334_Gamma_down.LAS,Alice Springs,RN018334,621377,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019387\RN019387_ind_down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019387\RN019387_gamma_down.LAS,Alice Springs,RN019387,636218,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019673\RN019673_ind_down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019673\RN019673_gamma_down.LAS,Alice Springs,RN019673,637299,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019674_SSC18-40\RN019674_ind_down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019674_SSC18-40\RN019674_gamma_down.LAS,Alice Springs,RN019674,636300,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019676_SSC18-41\RN019676_ind_down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019676_SSC18-41\RN019676_gamma_down.LAS,Alice Springs,RN019676,636120,10,top of casing protector,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019678\RN019678_ind_down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019678\RN019678_gamma_down_to_89p1m.LAS,Alice Springs,RN019678,636301,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN007509\RN007509_Induction_Up.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN007509\RN007509_Gamma_Down.LAS,Daly River,RN007509,636297,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN020614\RN020614_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN020614\RN020614_Gamma_Down.LAS,Daly River,RN020614,636291,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN021717\RN021717_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN021717\RN021717_Gamma_Down.LAS,Daly River,RN021717,636288,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN022394\RN022394_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN022394\RN022394_Gamma_Down.LAS,Daly River,RN022394,636284,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN025285\RN025285_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN025285\RN025285_Gamma_Down.LAS,Daly River,RN025285,636255,3,unknown,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN025288\RN025288_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN025288\RN025288_Gamma_Down.LAS,Daly River,RN025288,628383,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN028782\RN028782_Conductivity_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN028782\RN028782_Gamma_Down.LAS,Daly River,RN028782,636286,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN029430\RN029430_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN029430\RN029430_Gamma_Down.LAS,Daly River,RN029430,636285,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN032750\RN032750_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN032750\RN032750_Gamma_Down.LAS,Daly River,RN032750,636295,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033033\RN033033_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033033\RN033033_Gamma_Down.LAS,Daly River,RN033033,636287,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033035\RN033035_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033035\RN033035_Gamma_Down.LAS,Daly River,RN033035,628382,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033039\RN033039_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033039\RN033039_Gamma_Down.LAS,Daly River,RN033039,628381,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033132\RN033132_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033132\RN033132_Gamma_Down.LAS,Daly River,RN033132,636294,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033308\RN033308_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033308\RN033308_Gamma_Down.LAS,Daly River,RN033308,636257,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN034364\RN034364_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN034364\RN034364_Gamma_Down.LAS,Daly River,RN034364,636256,3,unknown,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN034596\RN034596_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN034596\RN034596_Gamma_Down.LAS,Daly River,RN034596,636293,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN036813\RN036813_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN036813\RN036813_Gamma_Down.LAS,Daly River,RN036813,636290,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN036815\RN036815_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN036815\RN036815_Gamma_Down.LAS,Daly River,RN036815,636289,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037041\RN037041_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037041\RN037041_Gamma_down.LAS,Daly River,RN037041,636292,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037048\RN037048_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037048\RN037048_Gamma_Down.LAS,Daly River,RN037048,636282,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037338\RN037338_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037338\RN037338_Gamma_Down.LAS,Daly River,RN037338,636296,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037411\RN037411_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037411\RN037411_Gamma_Down.LAS,Daly River,RN037411,636283,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037412\RN037412_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037412\RN037412_Gamma_Down.LAS,Daly River,RN037412,636252,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037413\RN037413_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037413\RN037413_Gamma_Down.LAS,Daly River,RN037413,636254,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037769\RN037769_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037769\RN037769_Gamma_Down.LAS,Daly River,RN037769,636253,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN020967\RN020967_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN020967\RN020967_Gamma_Down.LAS,Howard East,RN020967,636298,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021012\RN021012_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021012\RN021012_Gamma_Down.LAS,Howard East,RN021012,636276,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021396\RN021396_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021396\RN021396_Gamma_Down.LAS,Howard East,RN021396,636271,3,unknown,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021762\RN021762_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021762\RN021762_Gamma_Down.LAS,Howard East,RN021762,636261,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021765\RN021765_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021765\RN021765_Gamma_Down.LAS,Howard East,RN021765,636275,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021768\RN021768_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021768\RN021768_Gamma_Down.LAS,Howard East,RN021768,636268,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021769\RN021769_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021769\RN021769_Gamma_Down.LAS,Howard East,RN021769,636262,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN022060\RN022060_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN022060\RN022060_Gamma_Down.LAS,Howard East,RN022060,636259,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN022063\RN022063_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN022063\RN022063_Gamma_Down.LAS,Howard East,RN022063,636260,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN022065\RN022065_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN022063\RN022063_Gamma_Down.LAS,Howard East,RN022065,636267,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe
