induction_path,gamma_path,LOC,WELL,UWI,DEPTH_REFERENCE_ID,Reference Point,induction_instrument,gamma_instrument,BOREHOLE_NAME,ORIG_LON,ORIG_LAT,ORIG_Z,ORIG_SRID,ENO,COUNTRY,STATE,ELEVATION_VALUE,INPUT_UNCERTAINTY_Z,ELEVATION_UOM,ELEVATION_DATUM,ELEVATION_DATUM_CONFIDENCE,DEPTH_REFERENCE_TYPE,DEPTH_REFERENCE_DATUM,DEPTH_REFERENCE_HEIGHT,DEPTH_REFERENCE_UOM,ALTERNATE_NAMES,LOCATION_METHOD,GDA94_LONGITUDE,GDA94_LATITUDE,SRID,COORD_REF_SYS_NAME,DEPTH_REFERENCE_TYPE_ID,Reference_datum_height_(mAGL),ground_elevation_(mAHD),vertical_datum,projected_crs,easting,northing,geographic_crs,STRT_induction,STRT_gamma,STOP_induction,STOP_gamma,STEP_induction,STEP_gamma,NULL_induction,NULL_gamma,COMP_induction,COMP_gamma,WELL_induction,WELL_gamma,DATE_induction,DATE_gamma,UWI_induction,UWI_gamma,X_induction,X_gamma,Y_induction,Y_gamma,LONGI_induction,LONGI_gamma,LATI_induction,LATI_gamma,GDAT_induction,GDAT_gamma,HZCS_induction,HZCS_gamma,LMF_induction,LMF_gamma,APD_induction,APD_gamma,EPD_induction,EPD_gamma,PDAT_induction,PDAT_gamma,STAT_induction,STAT_gamma,CTRY_induction,CTRY_gamma,SRVC_induction,SRVC_gamma,LOC_induction,LOC_gamma,FLD_induction,FLD_gamma
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR21b_RN040781\RN_04781_KR21b_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR21b_RN040781\RN_04781_KR21b_gamma_down.LAS,East Kimberley,KR21b,635921,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN040781,523321.548,8314868.93,,82465,635921,AUS,NT,4.735,0.055,m,Australian Height Datum,known,top of casing,Australian height datum,5.31,m,KR21b,"GPS differential observation, survey quality",129.2171755,-15.2422432,82465,MGA94 Zone 52,5,0.575,4.735,mAHD,GDA94 / MGA zone 52,523321.5441,8314868.928,GDA94,0.645,0.8808,144.985,144.9808,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR22\KR22_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR22\KR22_gamma_down.LAS,East Kimberley,KR22,635730,10,top of casing protector,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN040880,523640.009,8316422.357,,82465,635730,AUS,NT,4.364,0.054,m,Australian Height Datum,known,top of casing protector,Australian height datum,5.52,m,"KR22,KR22a","GPS differential observation, survey quality",129.2201265,-15.2281958,82465,MGA94 Zone 52,10,1.156,4.364,mAHD,GDA94 / MGA zone 52,523640.0093,8316422.357,GDA94,0.665,0.8925,48.005,47.9925,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR23_RN040782\KR23_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR23_RN040782\KR23_gamma_down.LAS,East Kimberley,KR23,635732,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN040782,522411.732,8301368.526,,82465,635732,AUS,NT,12.1,0.055,m,Australian Height Datum,known,top of casing,Australian height datum,12.75,m,KR23,"GPS differential observation, survey quality",129.2088241,-15.3643074,82465,MGA94 Zone 52,5,0.65,12.1,mAHD,GDA94 / MGA zone 52,522411.7322,8301368.522,GDA94,0.645,0.8808,95.985,95.9308,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR30\KR30_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR30\KR30_gamma_down.LAS,East Kimberley,KR30,635733,10,top of casing protector,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN040874,501830.614,8295403.07,,82465,635733,AUS,NT,17.506,0.058,m,Australian Height Datum,known,top of casing protector,Australian height datum,18.6,m,KR30,"GPS differential observation, survey quality",129.0170614,-15.4183377,82465,MGA94 Zone 52,10,1.094,17.506,mAHD,GDA94 / MGA zone 52,501830.6133,8295403.073,GDA94,0.665,0.8808,37.005,36.9808,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR31a\KR31a_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR31a\KR31a_gamma_down_sr0p05_1mmin.LAS,East Kimberley,KR31,635734,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN040877,504915.931,8292360.686,,82465,635734,AUS,NT,17.913,0.048,m,Australian Height Datum,known,top of casing,ground level,865,mm,KR31,"GPS differential observation, survey quality",129.0458227,-15.4458395,82465,MGA94 Zone 52,5,0.865,17.913,mAHD,GDA94 / MGA zone 52,504915.9274,8292360.684,GDA94,0.64,0.8329,38.04,37.9829,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR33\KR33_ind_down_generator.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR33\KR33_gamma_up_generator.LAS,East Kimberley,KR33,635735,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN040878,505309.448,8293856.701,,82465,635735,AUS,NT,16.494,0.059,m,Australian Height Datum,known,top of casing,ground level,935,mm,KR33,"GPS differential observation, survey quality",129.0494876,-15.4323134,82465,MGA94 Zone 52,5,0.935,16.494,mAHD,GDA94 / MGA zone 52,505309.4475,8293856.702,GDA94,0.6375,0.8029,44.9875,44.9529,0,0,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR36_RN040783\RN040783_KR36_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR36_RN040783\RN040783_KR36_gamma_down.LAS,East Kimberley,KR36,635736,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN040783,509392.776,8307934.098,,82465,635736,AUS,NT,16.333,0.06,m,Australian Height Datum,known,top of casing,Australian height datum,16.94,m,KR36,"GPS differential observation, survey quality",129.0874938,-15.305029,82465,MGA94 Zone 52,5,0.607,16.333,mAHD,GDA94 / MGA zone 52,509392.7734,8307934.099,GDA94,0.645,0.8808,147.035,146.9808,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR38\KR38_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR38\KR38_gamma_down.LAS,East Kimberley,KR38,635737,10,top of casing protector,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN040884,507769.229,8299897.749,,82465,635737,AUS,NT,12.452,0.06,m,Australian Height Datum,known,top of casing protector,Australian height datum,13.37,m,KR38,"GPS differential observation, survey quality",129.0723955,-15.3776906,82465,MGA94 Zone 52,10,0.918,12.452,mAHD,GDA94 / MGA zone 52,507769.2292,8299897.752,GDA94,0.665,0.8808,41.025,40.9808,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR40\KR40_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR40\KR40_gamma_down.LAS,East Kimberley,KR40,635738,10,top of casing protector,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN040883,514309.962,8298828.237,,82465,635738,AUS,NT,17.673,0.041,m,Australian Height Datum,known,top of casing protector,Australian height datum,18.6,m,KR40,"GPS differential observation, survey quality",129.1333496,-15.3873318,82465,MGA94 Zone 52,10,0.927,17.673,mAHD,GDA94 / MGA zone 52,514309.9573,8298828.239,GDA94,0.6654,0.8821,50.0454,49.9821,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR45\KR45_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR45\KR45_gamma_down.LAS,East Kimberley,KR45,635739,10,top of casing protector,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN040881,500051.985,8295681.132,,82465,635739,AUS,NT,18.854,0.05,m,Australian Height Datum,known,top of casing protector,Australian height datum,19.8,m,KR45,"GPS differential observation, survey quality",129.0004845,-15.4158245,82465,MGA94 Zone 52,10,0.946,18.854,mAHD,GDA94 / MGA zone 52,500051.9853,8295681.127,GDA94,0.665,0.8808,41.545,41.5308,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR46\KR46_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR46\KR46_gamma_down.LAS,East Kimberley,KR46,635740,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN040882,500053.109,8296644.456,,82465,635740,AUS,NT,18.353,0.052,m,Australian Height Datum,known,top of casing,ground level,900,mm,KR46,"GPS differential observation, survey quality",129.000495,-15.4071151,82465,MGA94 Zone 52,5,0.9,18.353,mAHD,GDA94 / MGA zone 52,500053.1142,8296644.46,GDA94,0.6446,0.8808,42.9946,42.9808,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR48\KR48_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR48\KR48_gamma_down.LAS,East Kimberley,KR48,635741,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN040876,500049.774,8295302.212,,82465,635741,AUS,WA,19.042,0.054,m,Australian Height Datum,known,top of casing,ground level,680,mm,KR48,"GPS differential observation, survey quality",129.0004639,-15.4192502,82465,MGA94 Zone 52,5,0.68,19.042,mAHD,GDA94 / MGA zone 52,500049.7742,8295302.215,GDA94,0.645,0.8808,38.495,38.4808,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR49\KR49_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR49\KR49_gamma_down.LAS,East Kimberley,KR49,635742,10,top of casing protector,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN040875,500054.317,8293767.687,,82465,635742,AUS,NT,19.951,0.057,m,Australian Height Datum,known,top of casing protector,Australian height datum,20.97,m,KR49,"GPS differential observation, survey quality",129.0005063,-15.4331237,82465,MGA94 Zone 52,10,1.019,19.951,mAHD,GDA94 / MGA zone 52,500054.3199,8293767.686,GDA94,0.665,0.8796,41.025,40.9796,0,0,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR50a\KR50A_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR50a\KR50A_gamma_down.LAS,East Kimberley,KR50A,635743,10,top of casing protector,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN040872,530360.114,8322488.629,,82465,635743,AUS,NT,4.799,0.055,m,Australian Height Datum,known,top of casing protector,Australian height datum,5.89,m,KR50a,"GPS differential observation, survey quality",129.2826279,-15.1732809,82465,MGA94 Zone 52,10,1.091,4.799,mAHD,GDA94 / MGA zone 52,530360.11,8322488.625,GDA94,0.665,0.8896,47.525,47.4896,0,0,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR50b_RN040780\RN04780_KR50m_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR50b_RN040780\RN04780_KR50m_gamma_down.LAS,East Kimberley,KR50b,635744,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN040780,530338.125,8322496.983,,82465,635744,AUS,NT,5.094,0.056,m,Australian Height Datum,known,top of casing,ground level,700,mm,KR50b,"GPS differential observation, survey quality",129.2824231,-15.1732056,82465,MGA94 Zone 52,5,0.7,5.094,mAHD,GDA94 / MGA zone 52,530338.1209,8322496.982,GDA94,0.645,-0.4192,136.995,136.9808,0,0,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR51a\KR51A_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR51a\KR51A_gamma_down.LAS,East Kimberley,KR51A,635745,10,top of casing protector,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN040871,542732.935,8331311.342,,82465,635745,AUS,NT,5.093,0.055,m,Australian Height Datum,known,top of casing protector,Australian height datum,6.15,m,KR51a,"GPS differential observation, survey quality",129.3976583,-15.0933417,82465,MGA94 Zone 52,10,1.057,5.093,mAHD,GDA94 / MGA zone 52,542732.9341,8331311.343,GDA94,0.665,0.8825,50.525,50.4325,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR51b\KR51B_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR51b\KR51B_gamma_down.LAS,East Kimberley,KR51B,635746,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN040870,542730.465,8331303.544,,82465,635746,AUS,NT,4.41,0.049,m,Australian Height Datum,known,top of casing,Australian height datum,6.38,m,KR51b,"GPS differential observation, survey quality",129.3976355,-15.0934123,82465,MGA94 Zone 52,5,1.97,4.41,mAHD,GDA94 / MGA zone 52,542730.4698,8331303.539,GDA94,0.665,0.8804,95.085,94.9804,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR54\KR54_ind_down3.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR54\KR54_gamma_down.LAS,East Kimberley,KR54,635747,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,KR54,467010.637,8305925.689,,82465,635747,AUS,WA,47.398,0.047,m,Australian Height Datum,known,top of casing,ground level,700,mm,,"GPS differential observation, survey quality",128.6926786,-15.3229927,82465,MGA94 Zone 52,5,0.7,47.398,mAHD,GDA94 / MGA zone 52,467010.6337,8305925.692,GDA94,0.645,0.8808,36.995,36.9808,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR55\KR55_ind_up2.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR55\KR55_gamma_down.LAS,East Kimberley,KR55,635748,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,KR55,462063.182,8304333.873,,82465,635748,AUS,WA,49.364,0.043,m,Australian Height Datum,known,top of casing,ground level,860,mm,,"GPS differential observation, survey quality",128.6465657,-15.3373158,82465,MGA94 Zone 52,5,0.86,49.364,mAHD,GDA94 / MGA zone 52,462063.1848,8304333.878,GDA94,0.6304,0.8808,28.9904,28.9808,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR58\KR58_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR58\KR58_gamma_down.LAS,East Kimberley,KR58,635749,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,KR58,432985,8287369,,82465,635749,AUS,WA,6.002,0.1,m,Australian Height Datum,known,top of casing,ground level,0.8,m,,digital elevation model,128.3752129,-15.490091,82465,MGA94 Zone 52,5,0.8,6.002,mAHD,GDA94 / MGA zone 52,432985.0047,8287369.005,GDA94,0.645,0.8808,26.995,26.9808,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR61_RN039891\KR61_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR61_RN039891\KR61_gamma_down.LAS,East Kimberley,KR61,635750,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN039891,464530,8306159,,82465,635750,AUS,WA,47.791,0.1,m,Australian Height Datum,known,top of casing,ground level,860,mm,"KR61,KR61-1",digital elevation model,128.6695732,-15.3208504,82465,MGA94 Zone 52,5,0.86,47.791,mAHD,GDA94 / MGA zone 52,464530.0042,8306159.002,GDA94,0.645,0.8808,144.995,144.9808,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN006504\RN006504_Induction_down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN006504\RN006504_Gamma_Down.LAS,Alice Springs,RN006504,628372,5,top of casing,HII-383 Induction Conductivity Probe,A031 Natural Gamma Probe,RN006504,134.2272543,-23.8279738,507.19691,4326,628372,AUS,NT,492,10,m,Australian Height Datum,assumed,top of casing,ground level,715,mm,,GPS observation,134.2272543,-23.8279738,4326,WGS 84,5,0.715,492,mAHD,GDA94 / MGA zone 53,421297.4621,7364604.524,GDA94,1.4399,1.1952,93.3572,185.07,0.0201,0,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017339\RN017339_Induction_down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017339\RN017339_Gamma_down.LAS,Alice Springs,RN017339,626660,3,unknown,HII-383 Induction Conductivity Probe,A031 Natural Gamma Probe,RN017339,134.0491667,-23.84,521.44832,4283,626660,AUS,NT,507,10,m,Australian Height Datum,assumed,ground surface,ground level,0,m,,GPS observation,134.0491667,-23.84,4283,GDA94,3,0,507,mAHD,GDA94 / MGA zone 53,403167.518,7363162.731,GDA94,1.4399,1.1952,55.9712,49.998,0.0201,0.0201,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017393\RN017393_Induction_down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017393\RN017393_Gamma_down.LAS,Alice Springs,RN017393,628371,3,unknown,HII-383 Induction Conductivity Probe,A031 Natural Gamma Probe,RN017393,134.1435752,-23.83400802,504.84132,4326,628371,AUS,NT,490,10,m,Australian Height Datum,assumed,ground surface,ground level,0,m,,GPS observation,134.1435752,-23.834008,4326,WGS 84,3,0,490,mAHD,GDA94 / MGA zone 53,412778.5461,7363887.462,GDA94,23.4703,1.1952,67.027,67.0227,0.0201,0.0201,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017536\RN017536_Induction_Down_0_100m.las,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017536\RN017536_Gamma_Down_100m.las,Alice Springs,RN017536,621381,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN017536,394559.01,7354819.61,,81932,621381,AUS,NT,528,16,m,Australian Height Datum,assumed,top of casing,ground level,650,mm,,GPS observation,133.9653192,-23.9132821,81932,AMG Zone 53 (AGD 66),5,0.65,528,mAHD,GDA94 / MGA zone 53,394687.2355,7354988.807,GDA94,-0.65,-0.672,101.12,100.778,0.01,0.01,-999.25,-999.25,GA,GA,RN017356_Induction_Down_0_100m,RN017536_Gamma_Down_100m,14/06/2017,14/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,KP & Matti,KP & Matti,Undoolya,Undoolya,Ind_Down_0_100m,0 - 100m
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017536\RN017536_Induction_Down_100_200m.las,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017536\RN017536_Gamma_Down_100_200m.las,Alice Springs,RN017536,621381,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN017536,394559.01,7354819.61,,81932,621381,AUS,NT,528,16,m,Australian Height Datum,assumed,top of casing,ground level,650,mm,,GPS observation,133.9653192,-23.9132821,81932,AMG Zone 53 (AGD 66),5,0.65,528,mAHD,GDA94 / MGA zone 53,394687.2355,7354988.807,GDA94,100.13,100.08,211.16,200.8,0.01,0.01,-999.25,-999.25,GA,GA,RN017356_Induction_Down_100_200m,RN017536_Gamma_Down_100_200m,14/06/2017,14/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,KP & Matti,KP & Matti,Undoolya,Undoolya,Induction_Down_100_200m,Gamma Down 100 200m
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017536\RN017536_Induction_Down_200_EOH.las,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017536\RN017536_Gamma_Down_200_EOH.las,Alice Springs,RN017536,621381,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN017536,394559.01,7354819.61,,81932,621381,AUS,NT,528,16,m,Australian Height Datum,assumed,top of casing,ground level,650,mm,,GPS observation,133.9653192,-23.9132821,81932,AMG Zone 53 (AGD 66),5,0.65,528,mAHD,GDA94 / MGA zone 53,394687.2355,7354988.807,GDA94,209.782,200.107,311.103,310.798,0.01,0.01,-999.25,-999.25,GA,GA,RN017536_Induction_Down_200_EOH,RN017536_Gamma_Down_200_EOH,14/06/2017,14/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,KP & Matti,KP & Matti,Undoolya,Undoolya,Induction_Down_200_EOH,Gamma_Down_200_300m
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017537\RN017537_Induction_Up.las,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN017537\RN017537_Gamma_Down.las,Alice Springs,RN017537,621380,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN017537,397648.2,7354046.67,,81932,621380,AUS,NT,508,16,m,Australian Height Datum,assumed,top of casing,ground level,600,mm,,GPS observation,133.9956123,-23.9204637,81932,AMG Zone 53 (AGD 66),5,0.6,508,mAHD,GDA94 / MGA zone 53,397776.4222,7354215.874,GDA94,4.69,-0.6,112.36,110.96,0.01,0.01,-999.25,-999.25,GA,GA,RN017537_Induction_Up,RN017537_Gamma_Down,15/06/2017,15/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,KP & Matti,KP & Matti,Undoolya,Undoolya,Induction_Up,Gamma_Down
